         2442696 function calls (2427279 primitive calls) in 1.390 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 backend_bases.py:955(set_joinstyle)
       32    0.000    0.000    0.000    0.000 rcsetup.py:700(<genexpr>)
       30    0.000    0.000    0.000    0.000 core.py:3636(_get_data)
       15    0.000    0.000    0.000    0.000 core.py:73(ismethod)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:27(<module>)
        1    0.000    0.000    0.025    0.025 fontconfig_pattern.py:1(<module>)
      120    0.000    0.000    0.000    0.000 patches.py:2177(<genexpr>)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
       15    0.000    0.000    0.000    0.000 transforms.py:2311(get_matrix)
        1    0.000    0.000    0.000    0.000 artist.py:95(Artist)
       57    0.000    0.000    0.000    0.000 re.py:270(escape)
       78    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       12    0.000    0.000    0.000    0.000 pyparsing.py:5656(<lambda>)
      109    0.000    0.000    0.000    0.000 {method 'get_return_type' of 'gi.CallableInfo' objects}
        1    0.000    0.000    0.010    0.010 overrides.py:1(<module>)
        1    0.000    0.000    0.053    0.053 geo.py:1(<module>)
       29    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        9    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
        9    0.000    0.000    0.000    0.000 pathlib.py:712(_make_child)
       49    0.000    0.000    0.000    0.000 linalg.py:194(_assert_stacked_2d)
        4    0.000    0.000    0.007    0.002 axis.py:1394(grid)
        1    0.000    0.000    0.001    0.001 tempfile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       76    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       31    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
       18    0.000    0.000    0.000    0.000 lines.py:705(_get_transformed_path)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3010(_wait_cursor_for_draw_cm)
        6    0.000    0.000    0.000    0.000 backend_bases.py:2384(mpl_connect)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4489(__str__)
        5    0.000    0.000    0.079    0.016 pyplot.py:267(backend_mod)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:119(parse)
        1    0.000    0.000    0.000    0.000 _subplots.py:7(SubplotBase)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3528(export)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
      180    0.000    0.000    0.000    0.000 {method 'get_value' of 'gi.ValueInfo' objects}
        1    0.000    0.000    0.000    0.000 getlimits.py:399(_init)
       12    0.000    0.000    0.000    0.000 transforms.py:2402(_iter_break_from_left_to_right)
        1    0.000    0.000    0.235    0.235 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:232(_remove_proxy)
       18    0.000    0.000    0.000    0.000 transforms.py:803(unit)
       21    0.000    0.000    0.000    0.000 markers.py:345(get_transform)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1473(_array_str_implementation)
       28    0.000    0.000    0.000    0.000 __init__.py:776(__init__)
        8    0.000    0.000    0.001    0.000 fromnumeric.py:2033(clip)
        1    0.000    0.000    0.000    0.000 _ossighelper.py:17(<module>)
       20    0.000    0.000    0.000    0.000 transforms.py:266(x0)
        3    0.000    0.000    0.000    0.000 extras.py:294(__call__)
       40    0.000    0.000    0.000    0.000 text.py:1295(get_parse_math)
        8    0.000    0.000    0.000    0.000 ticker.py:1918(le)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(diff)
       16    0.000    0.000    0.000    0.000 _methods.py:82(_clip_dep_is_byte_swapped)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ptp)
        1    0.000    0.000    0.000    0.000 widgets.py:2742(RectangleSelector)
       55    0.000    0.000    0.000    0.000 text.py:543(set_wrap)
        1    0.000    0.000    0.000    0.000 transforms.py:235(BboxBase)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
        1    0.000    0.000    0.005    0.005 category.py:1(<module>)
      108    0.000    0.000    0.000    0.000 patches.py:2170(<genexpr>)
        3    0.000    0.000    0.000    0.000 markers.py:435(_set_circle)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
       18    0.000    0.000    0.002    0.000 rcsetup.py:390(validate_font_properties)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
       80    0.000    0.000    0.000    0.000 text.py:1279(get_usetex)
        4    0.000    0.000    0.000    0.000 colors.py:1113(__init__)
        6    0.000    0.000    0.001    0.000 patches.py:455(set_fill)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
        1    0.000    0.000    0.001    0.001 types.py:23(<module>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
       12    0.000    0.000    0.001    0.000 pkgutil.py:458(get_loader)
        6    0.000    0.000    0.114    0.019 8085Assembler.py:104(setProgramCounterTo)
        3    0.000    0.000    0.000    0.000 transforms.py:667(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        2    0.000    0.000    0.000    0.000 __init__.py:462(_get_config_or_cache_dir)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1575(_check_savefig_extra_args)
       12    0.000    0.000    0.001    0.000 pkgutil.py:482(find_loader)
        7    0.000    0.000    0.000    0.000 enum.py:932(__or__)
       65    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 axis.py:35(Tick)
       15    0.000    0.000    0.000    0.000 docstring.py:41(update)
       64    0.000    0.000    0.000    0.000 ticker.py:183(set_axis)
       12    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 subprocess.py:368(check_output)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
       10    0.000    0.000    0.000    0.000 text.py:1138(set_position)
        2    0.000    0.000    0.000    0.000 8085Assembler.py:557(validateInstruction)
        5    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       78    0.000    0.000    0.000    0.000 _internal.py:792(<genexpr>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        8    0.000    0.000    0.000    0.000 transforms.py:1850(is_separable)
        4    0.000    0.000    0.000    0.000 transforms.py:1070(set)
        1    0.000    0.000    0.000    0.000 scale.py:124(FuncTransform)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
      111    0.000    0.000    0.000    0.000 transforms.py:1822(get_affine)
       24    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(isreal)
        1    0.000    0.000    0.004    0.004 defmatrix.py:1(<module>)
        1    0.000    0.000    0.007    0.007 spines.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2201(__mul__)
      109    0.000    0.000    0.000    0.000 {method 'is_method' of 'gi.FunctionInfo' objects}
        1    0.000    0.000    0.000    0.000 scale.py:617(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2925(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1417(is_dir)
        1    0.000    0.000    0.065    0.065 backend_gtk3agg.py:1(<module>)
        1    0.000    0.000    0.014    0.014 table.py:9(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:2063(SpanSelector)
        3    0.000    0.000    0.014    0.005 collections.py:986(draw)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1771(get)
        3    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
        3    0.000    0.000    0.001    0.000 collections.py:997(__init__)
      6/4    0.000    0.000    0.009    0.002 axis.py:581(__get__)
        3    0.000    0.000    0.000    0.000 __init__.py:95(require_version)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
        1    0.000    0.000    0.000    0.000 ticker.py:206(Formatter)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:239(_set_array_types)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
       80    0.000    0.000    0.000    0.000 axis.py:558(formatter)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.000    0.000 axis.py:562(formatter)
        9    0.000    0.000    0.000    0.000 deprecation.py:466(deprecate_method_override)
        1    0.000    0.000    0.001    0.001 module.py:23(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2901(_bind)
      108    0.000    0.000    0.000    0.000 fromnumeric.py:1701(_ravel_dispatcher)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:186(__init__)
       80    0.000    0.000    0.000    0.000 fromnumeric.py:2333(_all_dispatcher)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4655(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:803(_set_lim_and_transforms)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:132(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:2116(Figure)
        8    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(clip)
        4    0.000    0.000    0.000    0.000 transforms.py:1001(intervalx)
       11    0.000    0.000    0.000    0.000 patches.py:398(set_linewidth)
        1    0.000    0.000    0.000    0.000 GObject.py:506(Object)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4226(streamline)
        3    0.000    0.000    0.000    0.000 transforms.py:668(<listcomp>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
       27    0.000    0.000    0.000    0.000 backend_bases.py:966(set_linewidth)
        8    0.000    0.000    0.000    0.000 rcsetup.py:215(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:418(FigureCanvasAgg)
       47    0.000    0.000    0.000    0.000 backend_bases.py:803(get_clip_path)
        1    0.000    0.000    0.000    0.000 utils.py:33(_toposort)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6750(__init__)
       18    0.000    0.000    0.000    0.000 lines.py:901(get_markeredgecolor)
        3    0.000    0.000    0.000    0.000 figure.py:2431(set_constrained_layout)
        1    0.000    0.000    0.002    0.002 importer.py:24(<module>)
        3    0.000    0.000    0.000    0.000 transforms.py:669(<listcomp>)
       24    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(real)
        1    0.000    0.000    0.000    0.000 font_manager.py:172(_cached_realpath)
        1    0.000    0.000    0.000    0.000 backend_agg.py:68(RendererAgg)
        1    0.000    0.000    0.000    0.000 patches.py:4143(FancyArrowPatch)
        2    0.000    0.000    0.001    0.000 _base.py:3349(tick_params)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        4    0.000    0.000    0.000    0.000 function_base.py:2048(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       73    0.000    0.000    0.000    0.000 {method 'get_constants' of 'ObjectInfo' objects}
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:92(_crc32)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
       30    0.000    0.000    0.000    0.000 numeric.py:1816(isscalar)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4017(<genexpr>)
        4    0.000    0.000    0.000    0.000 core.py:115(doc_note)
       51    0.000    0.000    0.000    0.000 colors.py:272(<genexpr>)
       24    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(imag)
        6    0.000    0.000    0.000    0.000 transforms.py:1389(contains_branch)
        9    0.000    0.000    0.000    0.000 conflict.py:97(edge)
        1    0.000    0.000    0.000    0.000 pathlib.py:462(_make_selector)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2871(NavigationToolbar2)
        8    0.000    0.000    0.000    0.000 transforms.py:2327(blended_transform_factory)
       10    0.000    0.000    0.000    0.000 patches.py:477(set_capstyle)
       47    0.000    0.000    0.000    0.000 artist.py:716(get_path_effects)
        1    0.000    0.000    0.000    0.000 patches.py:3090(ArrowStyle)
